timestamp,target_pos,actual_pos,velocity
1768803156.537489,0.9,0.8100068616017437,2.3998171637352863
1768803156.5420682,0.91,0.8200061759691819,2.399835448185148
1768803156.5468464,0.92,0.8300055589032828,2.399851904184202
1768803156.5514278,0.93,0.840005003547355,2.3998667145773336
1768803156.5560303,0.9400000000000001,0.8500045037303755,2.3998800439249406
1768803156.5608387,0.9500000000000001,0.8600040538984229,2.39989204033138
1768803156.5655499,0.96,0.870003649052967,2.3999028370905715
1768803156.5702746,0.97,0.8800032846953297,2.3999125541670514
1768803156.5748117,0.98,0.8900029567767002,2.399921299528901
1768803156.5796843,0.99,0.9000026616531477,2.3999291703473946
1768803156.5844252,1.0,0.9100023960451339,2.3999362540766813
1768803156.5888963,1.01,0.9200021570010735,2.3999426294255013
1768803156.5934446,1.02,0.930001941864539,2.3999483672317212
1768803156.5979753,1.03,0.9400017482447449,2.3999535312494227
1768803156.6025636,1.04,0.9500015739899836,2.3999581788572844
1768803156.6072407,1.05,0.9600014171637175,2.3999623616961197
1768803156.6121967,1.06,0.9700012760230619,2.399966126242663
1768803156.6167407,1.07,0.9800011489994201,2.3999695143259805
1768803156.6213663,1.08,0.9900010346810545,2.3999725635922315
1768803156.6259933,1.09,1.0000009317974001,2.399975307922965
1768803156.6307182,1.1,1.0100008392049484,2.3999777778115807
1768803156.6353657,1.11,1.0200007558745408,2.399980000702134
1768803156.6399884,1.12,1.0300006808799336,2.3999820012942847
1768803156.6446674,1.1300000000000001,1.0400006133875075,2.3999838018177333
1768803156.64931,1.1400000000000001,1.0500005526470042,2.3999854222792036
1768803156.6540813,1.1500000000000001,1.0600004979831907,2.3999868806847555
1768803156.65872,1.16,1.0700004487883568,2.3999881932398397
1768803156.6634185,1.17,1.0800004043714118,2.3999893399332053
1768803156.6680453,1.18,1.090000364397592,2.3999904062832504
1768803156.6727674,1.19,1.100000328423033,2.399991366105865
1768803156.6774466,1.2,1.1100002960477775,2.3999922299386807
1768803156.6821053,1.21,1.1200002669118616,2.3999930073802043
1768803156.6868865,1.22,1.1300002406913177,2.3999937070694726
1768803156.691611,1.23,1.1400002170945744,2.399994336781624
1768803156.6962457,1.24,1.1500001958592172,2.3999949035142847
1768803156.7008977,1.25,1.1600001767490726,2.3999954135653265
1768803156.705451,1.26,1.1700001595515843,2.399995872602829
1768803156.710119,1.27,1.1800001440754513,2.39999628572807
1768803156.7144494,1.28,1.1900001301485021,2.3999966575321965
1768803156.7190576,1.29,1.2000001176157824,2.399996992147249
1768803156.7233658,1.3,1.2100001063378327,2.399997293292064
1768803156.7279608,1.31,1.2200000961891393,2.399997564313597
1768803156.732689,1.32,1.2300000870567398,2.399997808224113
1768803156.7374194,1.33,1.2400000788389676,2.3999980277346427
1768803156.7421339,1.34,1.2500000714443222,2.3999982252851226
1768803156.7467728,1.35,1.2600000647904535,2.399998403071503
1768803156.7513912,1.36,1.2700000588032456,2.3999985630701306
1768803156.7561262,1.37,1.2800000534159945,2.3999987070597255
1768803156.760758,1.3800000000000001,1.290000048568666,2.3999988366411324
1768803156.7654755,1.3900000000000001,1.300000044207229,2.399998953255121
1768803156.7701933,1.4000000000000001,1.3100000402830556,2.3999990581983823
1768803156.7747867,1.41,1.3200000367523803,2.3999991526379354
1768803156.7794664,1.42,1.3300000335758142,2.399999237624114
1768803156.7841415,1.43,1.3400000307179067,2.3999993141022005
1768803156.7889004,1.44,1.3500000281467524,2.399999382922967
1768803156.7935603,1.45,1.3600000258336362,2.399999444852105
1768803156.7982767,1.46,1.3700000237527143,2.3999995005787302
1768803156.802871,1.47,1.3800000218807271,2.3999995507230603
1768803156.8076553,1.48,1.3900000201967408,2.399999595843292
1768803156.812363,1.49,1.400000018681915,2.399999636441798
1768803156.817176,1.5,1.410000017319293,2.399999672970718
1768803156.8216918,1.51,1.4200000160936137,2.399999705836982
1768803156.8263683,1.52,1.4300000149911423,2.399999735406828
1768803156.8311708,1.53,1.4400000139995166,2.3999997620098643
1768803156.835803,1.54,1.4500000131076114,2.399999785942756
1768803156.8405728,1.55,1.4600000123054135,2.399999807472488
1768803156.845133,1.56,1.470000011583911,2.3999998268393536
